common_name,scientific_name,species_group,esa_status,foreign_or_domestic,country
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Guadeloupe
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Nigeria
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Dominican Republic
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Maldives
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Venezuela
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Equatorial Guinea
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Benin
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Yemen
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Madagascar
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Papua New Guinea
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Sierra Leone
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Congo
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,French Guiana
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Jamaica
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Sao Tome and Principe
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Tanzania
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Mauritania
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Honduras
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Kenya
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Ivory Coast
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Senegal
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Guinea-Bissau
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Japan
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Antigua and Barbuda
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Liberia
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Ghana
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Taiwan
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Trinidad and Tobago
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Thailand
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Sudan
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Indonesia
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Myanmar (Burma)
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,India
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Australia
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Costa Rica
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Guyana
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Oman
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Guinea
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Ecuador
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Panama
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Cambodia
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Togo
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Gabon
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,El Salvador
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Brazil
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,South Africa
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Peru
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Eritrea
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Malaysia
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Gambia
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Angola
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Somalia
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Federated States of Micronesia
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Pakistan
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Mexico
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Namibia
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Brunei
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Threatened,Both Domestic and Foreign,Martinique
Olive ridley sea turtle,Lepidochelys olivacea,Reptiles,Endangered,Foreign,Mexico
Olive-sided flycatcher,Contopus cooperi,Birds,Species of Concern,Both Domestic and Foreign,Canada
Olive-sided flycatcher,Contopus cooperi,Birds,Species of Concern,Both Domestic and Foreign,United States
'Oma'o,Myadestes obscurus,Birds,Species of Concern,Domestic,
Orange-bellied parakeet,Neophema chrysogaster,Birds,Endangered,Foreign,Australia
Orangutan,Pongo pygmaeus,Mammals,Endangered,Foreign,Indonesia
Orchard Oriole,Icterus spurius,Birds,Species of Concern,Domestic,
Oregon silverspot butterfly,Speyeria zerene hippolyta,Insects,Threatened,Domestic,United States
Oregon spotted frog,Rana pretiosa,Amphibians,Threatened,Domestic,Canada
Oregon spotted frog,Rana pretiosa,Amphibians,Threatened,Domestic,United States
Oriental white stork,Ciconia boyciana (=ciconia b.),Birds,Endangered,Foreign,China
Oriental white stork,Ciconia boyciana (=ciconia b.),Birds,Endangered,Foreign,South Korea
Oriental white stork,Ciconia boyciana (=ciconia b.),Birds,Endangered,Foreign,Japan
Oriental white stork,Ciconia boyciana (=ciconia b.),Birds,Endangered,Foreign,North Korea
Orinoco crocodile,Crocodylus intermedius,Reptiles,Endangered,Foreign,
osprey,Pandion haliaetus,Birds,Species of Concern,Domestic,
Osterhout milkvetch,Astragalus osterhoutii,Flowering Plants,Endangered,Domestic,United States
Otay mesa-mint,Pogogyne nudiuscula,Flowering Plants,Endangered,Both Domestic and Foreign,United States
Otay mesa-mint,Pogogyne nudiuscula,Flowering Plants,Endangered,Both Domestic and Foreign,Mexico
Oval pigtoe,Pleurobema pyriforme,Clams,Endangered,Domestic,United States
Oyster mussel,Epioblasma capsaeformis,Clams,Endangered,Domestic,United States
Ozark big-eared bat,Corynorhinus (=Plecotus) townsendii ingens,Mammals,Endangered,Domestic,United States
Ozark cavefish,Amblyopsis rosae,Fishes,Threatened,Domestic,United States
Ozark Hellbender,Cryptobranchus alleganiensis bishopi,Amphibians,Endangered,Domestic,United States
Pacific Black Duck,Anas superciliosa,Birds,Species of Concern,Both Domestic and Foreign,
Pacific Golden-Plover,Pluvialis fulva,Birds,Species of Concern,Domestic,
Pacific Hawaiian damselfly,Megalagrion pacificum,Insects,Endangered,Domestic,United States
Pagosa skyrocket,Ipomopsis polyantha,Flowering Plants,Endangered,Domestic,United States
Paiute cutthroat trout,Oncorhynchus clarkii seleniris,Fishes,Threatened,Domestic,United States
Palawan peacock pheasant,Polyplectron emphanum,Birds,Endangered,Foreign,Philippines
Pallid sturgeon,Scaphirhynchus albus,Fishes,Endangered,Domestic,United States
Palma de manaca,Calyptronoma rivalis,Flowering Plants,Threatened,Domestic,Dominican Republic
Palma de manaca,Calyptronoma rivalis,Flowering Plants,Threatened,Domestic,United States
Palma de manaca,Calyptronoma rivalis,Flowering Plants,Threatened,Domestic,Puerto Rico
Palo de nigua,Cornutia obovata,Flowering Plants,Endangered,Domestic,Puerto Rico
Palo de nigua,Cornutia obovata,Flowering Plants,Endangered,Domestic,United States
Palo de ramon,Banara vanderbiltii,Flowering Plants,Endangered,Domestic,United States
Palo de ramon,Banara vanderbiltii,Flowering Plants,Endangered,Domestic,Puerto Rico
Palo de rosa,Ottoschulzia rhodoxylon,Flowering Plants,Endangered,Domestic,United States
Palo de rosa,Ottoschulzia rhodoxylon,Flowering Plants,Endangered,Domestic,Dominican Republic
Palo de rosa,Ottoschulzia rhodoxylon,Flowering Plants,Endangered,Domestic,Puerto Rico
Palos Verdes blue butterfly,Glaucopsyche lygdamus palosverdesensis,Insects,Endangered,Domestic,United States
Pampas deer,Ozotoceros bezoarticus,Mammals,Endangered,Foreign,Brazil
Pampas deer,Ozotoceros bezoarticus,Mammals,Endangered,Foreign,Paraguay
Pampas deer,Ozotoceros bezoarticus,Mammals,Endangered,Foreign,Uruguay
Pampas deer,Ozotoceros bezoarticus,Mammals,Endangered,Foreign,Bolivia
Pampas deer,Ozotoceros bezoarticus,Mammals,Endangered,Foreign,Argentina
Panama City crayfish,Procambarus econfinae,Crustaceans,Threatened,Domestic,United States
Panamanian golden frog,Atelopus varius zeteki,Amphibians,Endangered,Foreign,Panama
Parachute beardtongue,Penstemon debilis,Flowering Plants,Threatened,Domestic,United States
Parasitic Jaeger,Stercorarius parasiticus,Birds,Species of Concern,Both Domestic and Foreign,
Parma wallaby,Macropus parma,Mammals,Endangered,Foreign,Australia
Pawnee montane skipper,Hesperia leonardus montana,Insects,Threatened,Domestic,United States
Pearl darter,Percina aurora,Fishes,Threatened,Domestic,United States
Pecos assiminea snail,Assiminea pecos,Snails,Endangered,Both Domestic and Foreign,United States
Pecos assiminea snail,Assiminea pecos,Snails,Endangered,Both Domestic and Foreign,Mexico
Pedate checker-mallow,Sidalcea pedata,Flowering Plants,Endangered,Domestic,United States
Peirson's milk-vetch,Astragalus magdalenae var. peirsonii,Flowering Plants,Threatened,Domestic,United States
Peninsular bighorn sheep,Ovis canadensis nelsoni,Mammals,Endangered,Both Domestic and Foreign,United States
Peninsular pronghorn,Antilocapra americana peninsularis,Mammals,Endangered,Foreign,Mexico
Penland alpine fen mustard,Eutrema penlandii,Flowering Plants,Threatened,Domestic,United States
Penland beardtongue,Penstemon penlandii,Flowering Plants,Endangered,Domestic,United States
Perdido Key beach mouse,Peromyscus polionotus trissyllepsis,Mammals,Endangered,Domestic,United States
Peregrine Falcon,Falco peregrinus,Birds,Species of Concern,Domestic,
phainopepla,phainopepla nitens,Birds,Species of Concern,Domestic,
Philippine crocodile,Crocodylus novaeguineae mindorensis,Reptiles,Endangered,Foreign,Philippines
Philippine eagle,Pithecophaga jefferyi,Birds,Endangered,Foreign,Philippines
Philippine tarsier,Tarsius syrichta,Mammals,Threatened,Foreign,Philippines
Pied tamarin,Saguinus bicolor,Mammals,Endangered,Foreign,Brazil
Pink-footed Shearwater,Puffinus creatopus,Birds,Species of Concern,Domestic,
Pink mucket (pearlymussel),Lampsilis abrupta,Clams,Endangered,Domestic,United States
Pinyon Jay,Gymnorhinus cyanocephalus,Birds,Species of Concern,Domestic,
Piping Plover,Charadrius melodus,Birds,Threatened,Both Domestic and Foreign,Mexico
Piping Plover,Charadrius melodus,Birds,Threatened,Both Domestic and Foreign,United States
Piping Plover,Charadrius melodus,Birds,Threatened,Both Domestic and Foreign,Canada
Piping Plover,Charadrius melodus,Birds,Endangered,Both Domestic and Foreign,United States
Piping Plover,Charadrius melodus,Birds,Endangered,Both Domestic and Foreign,Canada
Pitcher's thistle,Cirsium pitcheri,Flowering Plants,Threatened,Both Domestic and Foreign,United States
Pitcher's thistle,Cirsium pitcheri,Flowering Plants,Threatened,Both Domestic and Foreign,Canada
Polar bear,Ursus maritimus,Mammals,Threatened,Both Domestic and Foreign,Russia
Polar bear,Ursus maritimus,Mammals,Threatened,Both Domestic and Foreign,Canada
Polar bear,Ursus maritimus,Mammals,Threatened,Both Domestic and Foreign,Norway
Polar bear,Ursus maritimus,Mammals,Threatened,Both Domestic and Foreign,United States
Polar bear,Ursus maritimus,Mammals,Threatened,Both Domestic and Foreign,Denmark
Pomarine Jaeger,Stercorarius pomarinus,Birds,Species of Concern,Domestic,
Pondberry,Lindera melissifolia,Flowering Plants,Endangered,Domestic,United States
Prairie bush-clover,Lespedeza leptostachya,Flowering Plants,Threatened,Domestic,United States
Prairie Falcon,Falco mexicanus,Birds,Species of Concern,Domestic,
Prairie Warbler,Dendroica discolor,Birds,Species of Concern,Domestic,
Preble's meadow jumping mouse,Zapus hudsonius preblei,Mammals,Threatened,Domestic,United States
Proboscis monkey,Nasalis larvatus,Mammals,Endangered,Foreign,
Prothonotary Warbler,Protonotaria citrea,Birds,Species of Concern,Domestic,
Przewalski's horse,Equus przewalskii,Mammals,Endangered,Foreign,China
Przewalski's horse,Equus przewalskii,Mammals,Endangered,Foreign,Mongolia
Pudu,Pudu pudu,Mammals,Endangered,Foreign,
Puerto Rican boa,Epicrates inornatus,Reptiles,Endangered,Domestic,United States
Puerto Rican boa,Epicrates inornatus,Reptiles,Endangered,Domestic,Puerto Rico
Puerto Rican crested toad,Peltophryne lemur,Amphibians,Threatened,Both Domestic and Foreign,British Virgin Islands
Puerto Rican crested toad,Peltophryne lemur,Amphibians,Threatened,Both Domestic and Foreign,Puerto Rico
Puerto Rican crested toad,Peltophryne lemur,Amphibians,Threatened,Both Domestic and Foreign,United States
Puerto Rican nightjar,Caprimulgus noctitherus,Birds,Endangered,Domestic,Puerto Rico
Puerto Rican nightjar,Caprimulgus noctitherus,Birds,Endangered,Domestic,United States
Puerto Rican parrot,Amazona vittata,Birds,Endangered,Domestic,United States
Puerto Rican parrot,Amazona vittata,Birds,Endangered,Domestic,Puerto Rico
Puerto Rican sharp-shinned hawk,Accipiter striatus venator,Birds,Endangered,Domestic,Puerto Rico
Puerto Rican sharp-shinned hawk,Accipiter striatus venator,Birds,Endangered,Domestic,United States
Puerto Rico harlequin butterfly,Atlantea tulita,Insects,Threatened,Domestic,United States
Puma (=mountain lion),Puma (=Felis) concolor (all subsp. except coryi),Mammals,Threatened,Domestic,United States
Puritan tiger beetle,Cicindela puritana,Insects,Threatened,Domestic,United States
Purple bankclimber (mussel),Elliptoideus sloatianus,Clams,Threatened,Domestic,United States
Purple bean,Villosa perpurpurea,Clams,Endangered,Domestic,United States
Purple Cat's paw (=Purple Cat's paw pearlymussel),Epioblasma obliquata obliquata,Clams,Endangered,Domestic,United States
Purple-faced langur,Presbytis senex,Mammals,Threatened,Foreign,Sri Lanka
Purple Sandpiper,Calidris maritima,Birds,Species of Concern,Domestic,
Pygmy hog,Sus salvanius,Mammals,Endangered,Foreign,India
Pygmy hog,Sus salvanius,Mammals,Endangered,Foreign,Nepal
Pygmy hog,Sus salvanius,Mammals,Endangered,Foreign,Bhutan
Pyrenean ibex,Capra pyrenaica pyrenaica,Mammals,Endangered,Foreign,Spain
Queen Charlotte goshawk,Accipiter gentilis laingi,Birds,Threatened,Foreign,Canada
Quino checkerspot butterfly,Euphydryas editha quino (=E. e. wrighti),Insects,Endangered,Both Domestic and Foreign,Mexico
Quino checkerspot butterfly,Euphydryas editha quino (=E. e. wrighti),Insects,Endangered,Both Domestic and Foreign,United States
Quokka,Setonix brachyurus,Mammals,Endangered,Foreign,Australia
Rayed Bean,Villosa fabalis,Clams,Endangered,Both Domestic and Foreign,United States
Rayed Bean,Villosa fabalis,Clams,Endangered,Both Domestic and Foreign,Canada
Razorback sucker,Xyrauchen texanus,Fishes,Endangered,Both Domestic and Foreign,Mexico
Razorback sucker,Xyrauchen texanus,Fishes,Endangered,Both Domestic and Foreign,United States
Razorbill,Alca torda,Birds,Species of Concern,Domestic,
Red-backed squirrel monkey,Saimiri oerstedii,Mammals,Endangered,Foreign,Costa Rica
Red-backed squirrel monkey,Saimiri oerstedii,Mammals,Endangered,Foreign,Panama
Red-billed curassow,Crax blumenbachii,Birds,Endangered,Foreign,Brazil
Red-billed Tropicbird,Phaethon aethereus mesonauta,Birds,Species of Concern,Both Domestic and Foreign,
Red-breasted Merganser,Mergus serrator,Birds,Species of Concern,Both Domestic and Foreign,
Red-browed parrot,Amazona rhodocorytha,Birds,Endangered,Foreign,Brazil
Red-cockaded woodpecker,Picoides borealis,Birds,Endangered,Domestic,United States
Red crossbill,Loxia curvirostra,Birds,Species of Concern,Domestic,United States
Reddish egret,Egretta rufescens,Birds,Species of Concern,Both Domestic and Foreign,United States
Reddish egret,Egretta rufescens,Birds,Species of Concern,Both Domestic and Foreign,Mexico
Red-faced Cormorant,Phalacrocorax urile,Birds,Species of Concern,Domestic,
Red-faced malkoha (cuckoo),Phaenicophaeus pyrrhocephalus,Birds,Endangered,Foreign,Sri Lanka
Red-faced Warbler,Cardellina rubrifrons,Birds,Species of Concern,Domestic,
Red-footed Booby,Sula sula sula,Birds,Species of Concern,Both Domestic and Foreign,
Red-headed Woodpecker,Melanerpes erythrocephalus,Birds,Species of Concern,Domestic,
Red Hills salamander,Phaeognathus hubrichti,Amphibians,Threatened,Domestic,United States
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,United States
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Guadeloupe
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Belize
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Chile
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Argentina
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Cuba
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Guatemala
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Colombia
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Uruguay
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Bahamas
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Jamaica
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Aruba
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Canada
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,British Virgin Islands
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,French Guiana
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Guyana
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Costa Rica
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Barbados
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Trinidad and Tobago
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,El Salvador
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Cayman Islands
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Mexico
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Panama
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Brazil
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Suriname
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,U.S. Virgin Islands
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Dominican Republic
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Paraguay
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Venezuela
Red knot,Calidris canutus rufa,Birds,Threatened,Both Domestic and Foreign,Haiti
Red lechwe,Kobus leche,Mammals,Threatened,Foreign,
Red-legged kittiwake,Rissa brevirostris,Birds,Species of Concern,Domestic,United States
Red-necked parrot,Amazona arausiaca,Birds,Endangered,Foreign,Dominica
Red-necked Phalarope,Phalaropus lobatus,Birds,Species of Concern,Domestic,
Red Phalarope,Phalaropus fulicarius,Birds,Species of Concern,Domestic,
Red siskin,Carduelis cucullata,Birds,Endangered,Foreign,
Red-spectacled parrot,Amazona pretrei pretrei,Birds,Endangered,Foreign,Argentina
Red-spectacled parrot,Amazona pretrei pretrei,Birds,Endangered,Foreign,Brazil
Red-tailed Tropicbird,Phaethon rubricauda,Birds,Species of Concern,Both Domestic and Foreign,
Red-throated Loon,Gavia stellata,Birds,Species of Concern,Domestic,
Red wolf,Canis rufus,Mammals,Endangered,Domestic,United States
Relict gull,Larus relictus,Birds,Endangered,Foreign,India
Relict gull,Larus relictus,Birds,Endangered,Foreign,China
Relict trillium,Trillium reliquum,Flowering Plants,Endangered,Domestic,United States
Resplendent quetzel,Pharomachrus mocinno ssp. mocinno,Birds,Endangered,Foreign,Panama
Resplendent quetzel,Pharomachrus mocinno ssp. mocinno,Birds,Endangered,Foreign,Mexico
Ring-billed Gull,Larus delawarensis,Birds,Species of Concern,Domestic,
Ring pink (mussel),Obovaria retusa,Clams,Endangered,Domestic,United States
Rio Grande Silvery Minnow,Hybognathus amarus,Fishes,Endangered,Both Domestic and Foreign,United States
Rio Grande Silvery Minnow,Hybognathus amarus,Fishes,Endangered,Both Domestic and Foreign,Mexico
Riparian brush rabbit,Sylvilagus bachmani riparius,Mammals,Endangered,Domestic,United States
Riparian woodrat (=San Joaquin Valley),Neotoma fuscipes riparia,Mammals,Endangered,Domestic,United States
River terrapin,Batagur baska,Reptiles,Endangered,Foreign,Myanmar (Burma)
River terrapin,Batagur baska,Reptiles,Endangered,Foreign,Bangladesh
River terrapin,Batagur baska,Reptiles,Endangered,Foreign,Malaysia
River terrapin,Batagur baska,Reptiles,Endangered,Foreign,Indonesia
River terrapin,Batagur baska,Reptiles,Endangered,Foreign,India
Rock Sandpiper,Calidris ptilocnemis ptilocnemis,Birds,Species of Concern,Domestic,
Rodrigues fody,Foudia flavicans,Birds,Endangered,Foreign,Mauritius
Rodrigues fruit bat (=flying fox),Pteropus rodricensis,Mammals,Endangered,Foreign,Mauritius
Rodrigues warbler (old world warbler),Bebrornis rodericanus,Birds,Endangered,Foreign,Mauritius
Roseate tern,Sterna dougallii dougallii,Birds,Endangered,Both Domestic and Foreign,United States
Roseate tern,Sterna dougallii dougallii,Birds,Endangered,Both Domestic and Foreign,Canada
Roseate tern,Sterna dougallii dougallii,Birds,Threatened,Both Domestic and Foreign,Bermuda
Roseate tern,Sterna dougallii dougallii,Birds,Threatened,Both Domestic and Foreign,British Virgin Islands
Roseate tern,Sterna dougallii dougallii,Birds,Threatened,Both Domestic and Foreign,Brazil
Roseate tern,Sterna dougallii dougallii,Birds,Threatened,Both Domestic and Foreign,United States
Roseate Tern,Sterna dougallii,Birds,Species of Concern,Both Domestic and Foreign,
Ross's Gull,Rhodostethia rosea,Birds,Species of Concern,Both Domestic and Foreign,
Roswell springsnail,Pyrgulopsis roswellensis,Snails,Endangered,Domestic,United States
Rough-leaved loosestrife,Lysimachia asperulaefolia,Flowering Plants,Endangered,Domestic,United States
Rough-legged hawk,buteo lagopus,Birds,Species of Concern,Domestic,
Rough pigtoe,Pleurobema plenum,Clams,Endangered,Domestic,United States
rough popcornflower,Plagiobothrys hirtus,Flowering Plants,Endangered,Domestic,United States
Round Island casarea boa,Casarea dussumieri,Reptiles,Endangered,Foreign,Mauritius
Round Island day gecko,Phelsuma guentheri,Reptiles,Endangered,Foreign,Mauritius
Round Island skink,Leiolopisma telfairi,Reptiles,Threatened,Foreign,Mauritius
Round-tailed muskrat,Neofiber alleni,Mammals,Species of Concern,Domestic,United States
Royal Tern,Thalasseus maximus,Birds,Species of Concern,Domestic,
Ruddy Duck,Oxyura jamaicensis jamaicensis,Birds,Species of Concern,Domestic,United States
Ruddy Turnstone,Arenaria interpres morinella,Birds,Species of Concern,Both Domestic and Foreign,
Rufous-crowned Sparrow,Aimophila ruficeps,Birds,Species of Concern,Domestic,
Rufous hummingbird,selasphorus rufus,Birds,Species of Concern,Domestic,
Rufous-winged Sparrow,Aimophila carpalis,Birds,Species of Concern,Domestic,
Running buffalo clover,Trifolium stoloniferum,Flowering Plants,Endangered,Domestic,United States
Rush Darter,Etheostoma phytophilum,Fishes,Endangered,Domestic,United States
Rusty Blackbird,Euphagus carolinus,Birds,Species of Concern,Domestic,
Rusty patched bumble bee,Bombus affinis,Insects,Endangered,Domestic,United States
Sagebrush Sparrow,Artemisiospiza nevadensis,Birds,Species of Concern,Both Domestic and Foreign,
Sage Thrasher,Oreoscoptes montanus,Birds,Species of Concern,Domestic,
Saimaa seal,Phoca hispida saimensis,Mammals,Endangered,Foreign,Finland
Salado Salamander,Eurycea chisholmensis,Amphibians,Threatened,Domestic,United States
Salt marsh bird's-beak,Cordylanthus maritimus ssp. maritimus,Flowering Plants,Endangered,Both Domestic and Foreign,Mexico
Salt marsh bird's-beak,Cordylanthus maritimus ssp. maritimus,Flowering Plants,Endangered,Both Domestic and Foreign,United States
Saltmarsh Sparrow,Ammospiza caudacuta,Birds,Species of Concern,Domestic,United States
Saltwater crocodile,Crocodylus porosus,Reptiles,Threatened,Foreign,Australia
Saltwater crocodile,Crocodylus porosus,Reptiles,Endangered,Foreign,United States
San Bernardino Merriam's kangaroo rat,Dipodomys merriami parvus,Mammals,Endangered,Domestic,United States
San Bruno elfin butterfly,Callophrys mossii bayensis,Insects,Endangered,Domestic,United States
Sand gazelle,Gazella subgutturosa marica,Mammals,Endangered,Foreign,Jordan
San Diego ambrosia,Ambrosia pumila,Flowering Plants,Endangered,Both Domestic and Foreign,United States
San Diego ambrosia,Ambrosia pumila,Flowering Plants,Endangered,Both Domestic and Foreign,Mexico
San Diego black-tailed jackrabbit,Lepus californicus bennettii,Mammals,Species of Concern,Both Domestic and Foreign,United States
San Diego black-tailed jackrabbit,Lepus californicus bennettii,Mammals,Species of Concern,Both Domestic and Foreign,Mexico
San Diego button-celery,Eryngium aristulatum var. parishii,Flowering Plants,Endangered,Domestic,United States
San Diego fairy shrimp,Branchinecta sandiegonensis,Crustaceans,Endangered,Domestic,United States
San Diego mesa-mint,Pogogyne abramsii,Flowering Plants,Endangered,Domestic,United States
San Diego thornmint,Acanthomintha ilicifolia,Flowering Plants,Threatened,Both Domestic and Foreign,United States
San Diego thornmint,Acanthomintha ilicifolia,Flowering Plants,Threatened,Both Domestic and Foreign,Mexico
Sand skink,Neoseps reynoldsi,Reptiles,Threatened,Domestic,United States
San Esteban Island chuckwalla,Sauromalus varius,Reptiles,Endangered,Foreign,Mexico
San Joaquin kit fox,Vulpes macrotis mutica,Mammals,Endangered,Domestic,United States
San Marcos salamander,Eurycea nana,Amphibians,Threatened,Domestic,United States
